Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
CJ Abrams*,22,WSN,NL,151,614,563,83,138,28,6,18,64,47,4,32,118,0.245,0.300,0.412,0.712,95,232,7,13,3,3,2
José Abreu,36,HOU,AL,141,594,540,62,128,23,1,18,90,0,1,42,130,0.237,0.296,0.383,0.680,87,207,16,6,0,6,1
Wilyer Abreu*,24,BOS,AL,28,85,76,10,24,6,0,2,14,3,1,9,23,0.316,0.388,0.474,0.862,132,36,0,0,0,0,0
Ronald Acuna Jr.,25,ATL,NL,159,735,643,149,217,35,4,41,106,73,14,80,84,0.337,0.416,0.596,1.012,168,383,15,9,0,3,3
Willy Adames,27,MIL,NL,149,638,553,73,120,29,2,24,80,5,3,71,165,0.217,0.310,0.407,0.717,95,225,12,6,0,6,1
Jordyn Adams,23,LAA,AL,17,40,39,1,5,0,0,0,1,1,2,0,16,0.128,0.125,0.128,0.253,-31,5,0,0,0,1,0
Riley Adams,27,WSN,NL,44,158,143,8,39,13,2,4,21,0,0,11,45,0.273,0.331,0.476,0.807,120,68,5,2,1,1,0
Ty Adcock,26,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Jo Adell,24,LAA,AL,17,62,58,7,12,3,1,3,6,1,0,4,25,0.207,0.258,0.448,0.706,87,26,1,0,0,0,0
Ehire Adrianza#,33,ATL,NL,5,11,10,0,0,0,0,0,0,0,0,1,4,0.000,0.091,0.000,0.091,-72,0,0,0,0,0,0
Jesús Aguilar,33,OAK,AL,36,115,104,8,23,2,0,5,9,0,0,8,31,0.221,0.281,0.385,0.665,89,40,3,1,0,1,2
Nick Ahmed,33,ARI,NL,72,210,198,14,42,10,1,2,17,5,1,12,52,0.212,0.257,0.303,0.560,53,60,0,0,0,0,0
Hanser Alberto,30,CHW,AL,30,90,82,11,18,5,0,3,16,0,0,4,13,0.220,0.261,0.390,0.652,75,32,1,1,2,1,0
Ozzie Albies#,26,ATL,NL,148,660,596,96,167,30,5,33,109,13,1,46,107,0.280,0.336,0.513,0.849,124,306,9,8,0,8,2
Scott Alexander*,33,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Jorge Alfaro,30,TOT,MLB,18,52,48,2,7,4,0,1,4,0,0,2,15,0.146,0.212,0.292,0.503,31,14,3,2,0,0,0
Jorge Alfaro,30,COL,NL,10,32,31,2,5,4,0,1,4,0,0,0,12,0.161,0.188,0.387,0.575,43,12,2,1,0,0,0
Jorge Alfaro,30,BOS,AL,8,20,17,0,2,0,0,0,0,0,0,2,3,0.118,0.250,0.118,0.368,5,2,1,1,0,0,0
Greg Allen#,30,NYY,AL,22,28,23,6,5,1,1,1,1,3,1,2,10,0.217,0.333,0.478,0.812,119,11,0,2,1,0,0
Nick Allen,24,OAK,AL,106,329,303,29,67,4,2,4,20,5,1,17,52,0.221,0.263,0.287,0.550,58,87,8,1,6,2,0
Abraham Almonte#,34,NYM,NL,8,16,15,1,1,1,0,0,0,0,0,1,8,0.067,0.125,0.133,0.258,-28,2,0,0,0,0,0
Pete Alonso,28,NYM,NL,154,658,568,92,123,21,2,46,118,4,1,65,151,0.217,0.318,0.504,0.821,122,286,17,21,0,4,6
José Altuve,33,HOU,AL,90,410,360,76,112,21,2,17,51,14,2,44,71,0.311,0.393,0.522,0.915,151,188,9,5,0,1,0
Jake Alu*,26,WSN,NL,51,175,159,14,36,2,1,2,16,5,1,10,42,0.226,0.282,0.289,0.571,59,46,2,3,1,2,0
Francisco Álvarez,21,NYM,NL,123,423,382,51,80,12,0,25,63,2,0,34,110,0.209,0.284,0.437,0.721,95,167,14,6,0,1,0
Yordan Álvarez*,26,HOU,AL,114,496,410,77,120,24,1,31,97,0,0,69,92,0.293,0.407,0.583,0.990,170,239,7,13,0,4,5
Jacob Amaya,24,MIA,NL,4,9,9,1,2,0,0,0,2,1,0,0,1,0.222,0.222,0.222,0.444,22,2,0,0,0,0,0
Miguel Amaya,24,CHC,NL,53,156,131,17,28,4,0,5,18,0,0,12,40,0.214,0.329,0.359,0.688,86,47,2,11,1,1,0
Brian Anderson,30,MIL,NL,96,361,318,38,72,12,3,9,40,1,3,36,108,0.226,0.310,0.368,0.678,86,117,10,4,0,3,0
Tim Anderson,30,CHW,AL,123,524,493,52,121,18,2,1,25,13,2,26,122,0.245,0.286,0.296,0.582,60,146,15,3,0,2,0
Elvis Andrus,34,CHW,AL,112,406,374,39,94,20,1,6,44,12,4,25,71,0.251,0.304,0.358,0.662,81,134,11,4,1,2,1
Miguel Andújar,28,PIT,NL,30,90,84,9,21,7,0,4,18,2,0,6,13,0.250,0.300,0.476,0.776,108,40,1,0,0,0,0
Jonathan Aranda*,25,TBR,AL,34,103,87,13,20,4,1,2,13,0,0,13,31,0.230,0.340,0.368,0.708,98,32,1,2,0,1,1
Jonathan Araúz#,24,NYM,NL,27,66,59,3,8,0,0,3,9,0,0,5,18,0.136,0.203,0.288,0.491,34,17,1,0,2,0,0
Orlando Arcia,28,ATL,NL,139,533,488,66,129,25,0,17,65,1,0,39,102,0.264,0.321,0.420,0.741,98,205,14,3,0,3,0
Nolan Arenado,32,STL,NL,144,612,560,71,149,26,2,26,93,3,3,41,101,0.266,0.315,0.459,0.774,109,257,21,3,0,8,5
Gabriel Arias,23,CLE,AL,122,345,315,36,66,15,0,10,26,3,4,28,113,0.210,0.275,0.352,0.628,75,111,9,1,0,1,0
Randy Arozarena,28,TBR,AL,151,654,551,95,140,19,3,23,83,22,10,80,156,0.254,0.364,0.425,0.789,120,234,10,18,0,5,1
Luis Arráez*,26,MIA,NL,147,617,574,71,203,30,3,10,69,3,2,35,34,0.354,0.393,0.469,0.861,133,269,18,4,1,3,10
Christian Arroyo,28,BOS,AL,66,206,195,23,47,16,0,3,24,1,3,7,45,0.241,0.268,0.369,0.638,70,72,8,1,1,2,0
José Azocar,27,SDP,NL,55,102,91,16,21,6,0,2,9,8,2,4,24,0.231,0.278,0.363,0.641,78,33,2,2,5,0,0
Akil Baddoo*,24,DET,AL,112,357,312,40,68,13,1,11,34,14,3,42,89,0.218,0.310,0.372,0.682,86,116,4,0,2,1,2
Harrison Bader,29,TOT,MLB,98,344,319,44,74,12,2,7,40,20,3,17,59,0.232,0.274,0.348,0.622,69,111,7,3,1,4,0
Harrison Bader,29,NYY,AL,84,310,288,40,69,11,2,7,37,17,2,14,56,0.240,0.278,0.365,0.643,75,105,6,3,1,4,0
Harrison Bader,29,CIN,NL,14,34,31,4,5,1,0,0,3,3,1,3,3,0.161,0.235,0.194,0.429,18,6,1,0,0,0,0
Ji Hwan Bae*,23,PIT,NL,111,371,334,54,77,17,2,2,32,24,9,30,92,0.231,0.296,0.311,0.608,67,104,4,2,3,2,0
Javier Báez,30,DET,AL,136,547,510,58,113,18,4,9,59,12,0,24,125,0.222,0.267,0.325,0.593,62,166,12,9,0,3,0
Patrick Bailey#,24,SFG,NL,97,353,326,29,76,18,1,7,48,1,0,21,100,0.233,0.285,0.359,0.644,77,117,8,3,2,1,0
Bryan Baker,28,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Luken Baker,26,STL,NL,33,99,86,9,18,3,0,2,10,0,0,13,31,0.209,0.313,0.314,0.627,73,27,1,0,0,0,0
Rylan Bannon,27,HOU,AL,2,6,6,0,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,-100,0,0,0,0,0,0
Scott Barlow,30,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Scott Barlow,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Austin Barnes,33,LAD,NL,59,200,178,15,32,5,0,2,11,2,1,17,43,0.180,0.256,0.242,0.498,36,43,7,2,1,2,0
Tucker Barnhart*,32,CHC,NL,43,123,109,6,22,3,0,1,9,1,0,12,42,0.202,0.285,0.257,0.541,48,28,4,1,0,1,0
Tres Barrera,28,STL,NL,6,2,2,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-100,0,0,0,0,0,0
José Barrero,25,CIN,NL,46,149,133,15,29,8,0,2,17,3,2,15,44,0.218,0.295,0.323,0.619,67,43,1,0,0,1,0
Joey Bart,26,SFG,NL,30,95,87,9,18,5,0,0,5,0,0,3,23,0.207,0.263,0.264,0.528,47,23,0,4,0,1,0
Osleivis Basabe,22,TBR,AL,31,94,87,15,19,5,0,1,12,0,1,6,25,0.218,0.277,0.310,0.587,64,27,2,1,0,0,0
Matthew Batten,28,SDP,NL,43,139,120,19,31,6,0,2,11,2,2,17,30,0.258,0.355,0.358,0.713,101,43,0,1,1,0,0
Brett Baty*,23,NYM,NL,108,389,353,41,75,12,0,9,34,2,0,29,109,0.212,0.275,0.323,0.598,65,114,8,2,1,1,0
Jake Bauers*,27,NYY,AL,84,272,242,28,49,15,0,12,30,3,2,27,95,0.202,0.279,0.413,0.693,87,100,3,0,0,3,0
Mike Baumann,27,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Matt Beaty*,30,TOT,MLB,30,72,61,8,14,4,0,0,4,0,0,6,14,0.230,0.347,0.295,0.642,80,18,1,5,0,0,0
Matt Beaty*,30,SFG,NL,4,5,5,1,1,0,0,0,1,0,0,0,2,0.200,0.200,0.200,0.400,12,1,0,0,0,0,0
Matt Beaty*,30,KCR,AL,26,67,56,7,13,4,0,0,3,0,0,6,12,0.232,0.358,0.304,0.662,86,17,1,5,0,0,0
Josh Bell#,30,TOT,MLB,150,617,547,52,135,28,0,22,74,0,1,63,134,0.247,0.325,0.419,0.744,104,229,13,2,0,3,2
Josh Bell#,30,CLE,AL,97,393,347,26,81,19,0,11,48,0,1,43,81,0.233,0.318,0.383,0.701,96,133,7,1,0,2,1
Josh Bell#,30,MIA,NL,53,224,200,26,54,9,0,11,26,0,0,20,53,0.270,0.338,0.480,0.818,119,96,6,1,0,1,1
Cody Bellinger*,27,CHC,NL,130,556,499,95,153,29,1,26,97,20,6,40,87,0.307,0.356,0.525,0.881,133,262,7,5,0,12,3
Brandon Belt*,35,TOR,AL,103,404,339,53,86,23,0,19,43,0,0,61,141,0.254,0.369,0.490,0.858,136,166,5,2,0,2,1
Anthony Bemboom*,33,BAL,AL,6,13,11,0,2,0,0,0,0,0,0,2,2,0.182,0.308,0.182,0.490,44,2,0,0,0,0,0
Andrew Benintendi*,28,CHW,AL,151,621,562,72,147,34,2,5,45,13,2,52,89,0.262,0.326,0.356,0.682,87,200,12,3,1,3,5
Will Benson*,25,CIN,NL,108,329,287,51,79,15,8,11,31,19,3,40,103,0.275,0.365,0.498,0.863,130,143,3,1,0,1,0
José Berríos,29,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Jon Berti,33,MIA,NL,133,424,388,53,114,16,3,7,33,16,6,29,77,0.294,0.344,0.405,0.748,103,157,10,2,2,3,2
Christian Bethancourt,31,TBR,AL,104,332,315,49,71,16,0,11,33,1,0,13,91,0.225,0.254,0.381,0.635,74,120,6,0,1,3,0
Mookie Betts,30,LAD,NL,152,693,584,126,179,40,1,39,107,14,3,96,107,0.307,0.408,0.579,0.987,163,338,5,8,0,5,3
Bo Bichette,25,TOR,AL,135,601,571,69,175,30,3,20,73,5,3,27,115,0.306,0.339,0.475,0.814,123,271,14,2,0,1,0
Cavan Biggio*,28,TOR,AL,111,338,289,54,68,12,0,9,40,5,2,40,88,0.235,0.340,0.370,0.710,98,107,0,7,0,2,0
Charlie Blackmon*,36,COL,NL,96,413,359,57,100,24,5,8,40,4,1,39,55,0.279,0.363,0.440,0.803,107,158,6,11,0,4,0
Dairon Blanco,30,KCR,AL,69,138,124,19,32,7,4,3,18,24,5,10,33,0.258,0.324,0.452,0.775,111,56,2,2,2,0,0
Travis Blankenhorn*,26,WSN,NL,10,37,31,2,5,0,0,1,1,0,0,6,6,0.161,0.297,0.258,0.555,57,8,0,0,0,0,0
JJ Bleday*,25,OAK,AL,82,303,256,35,50,11,0,10,27,5,1,42,72,0.195,0.310,0.355,0.666,91,91,3,2,0,3,0
Xander Bogaerts,30,SDP,NL,155,665,596,83,170,31,2,19,58,19,2,56,110,0.285,0.350,0.440,0.790,120,262,21,7,0,6,0
Alec Bohm,26,PHI,NL,145,611,558,74,153,31,0,20,97,4,1,42,94,0.274,0.327,0.437,0.765,108,244,23,5,0,6,1
Sean Bouchard,27,COL,NL,21,43,38,11,12,2,0,4,7,0,1,4,14,0.316,0.372,0.684,1.056,165,26,0,0,0,1,0
Jackie Bradley Jr.*,33,KCR,AL,43,113,105,10,14,5,0,1,6,0,0,5,29,0.133,0.188,0.210,0.397,10,22,3,2,1,0,0
Michael Brantley*,36,HOU,AL,15,57,54,7,15,2,0,2,7,0,0,2,2,0.278,0.298,0.426,0.724,98,23,2,0,0,1,0
Matt Brash,25,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Ryan Brasier,35,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Ryan Brasier,35,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Alex Bregman,29,HOU,AL,161,724,622,103,163,28,4,25,98,3,1,92,87,0.262,0.363,0.441,0.804,122,274,22,8,0,2,1
Will Brennan*,25,CLE,AL,138,455,432,41,115,24,0,5,41,13,5,16,57,0.266,0.299,0.356,0.655,83,154,4,5,0,2,2
Jonah Bride,27,OAK,AL,40,106,88,9,15,3,0,0,7,0,1,11,22,0.170,0.286,0.205,0.490,45,18,3,4,1,2,0
Mike Brosseau,29,MIL,NL,29,78,73,4,15,2,0,4,8,0,0,4,20,0.205,0.256,0.397,0.654,76,29,2,1,0,0,0
Seth Brown*,30,OAK,AL,112,378,343,33,76,19,1,14,52,3,1,30,101,0.222,0.286,0.405,0.692,96,139,6,2,1,2,1
Vidal Bruján#,25,TBR,AL,37,84,76,14,13,2,0,0,6,3,2,5,21,0.171,0.241,0.197,0.438,25,15,1,2,1,0,0
Kris Bryant,31,COL,NL,80,335,300,36,70,10,0,10,31,0,0,29,68,0.233,0.313,0.367,0.680,76,110,6,6,0,0,0
J.B. Bukauskas,26,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
J.B. Bukauskas,26,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Aaron Bummer*,29,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Peyton Burdick,26,MIA,NL,14,37,33,4,6,2,0,1,2,1,0,3,18,0.182,0.270,0.333,0.604,63,11,0,1,0,0,0
Jake Burger,27,TOT,MLB,141,540,492,71,123,28,1,34,80,1,1,32,149,0.250,0.309,0.518,0.828,120,255,4,12,0,4,0
Jake Burger,27,CHW,AL,88,323,294,44,63,15,1,25,52,1,1,22,102,0.214,0.279,0.527,0.806,113,155,3,5,0,2,0
Jake Burger,27,MIA,NL,53,217,198,27,60,13,0,9,28,0,0,10,47,0.303,0.355,0.505,0.860,130,100,1,7,0,2,0
Alec Burleson*,24,STL,NL,107,347,315,34,77,20,1,8,36,3,1,23,45,0.244,0.300,0.390,0.691,87,123,13,3,1,2,0
Michael Busch*,25,LAD,NL,27,81,72,9,12,3,0,2,7,1,0,8,27,0.167,0.247,0.292,0.539,45,21,0,0,0,1,0
Lawrence Butler*,22,OAK,AL,42,129,123,10,26,4,0,4,10,0,0,4,35,0.211,0.240,0.341,0.582,64,42,5,1,0,1,0
Byron Buxton,29,MIN,AL,85,347,304,49,63,17,1,17,42,9,0,35,109,0.207,0.294,0.438,0.731,98,133,3,4,0,4,2
José Caballero,26,SEA,AL,104,280,231,37,51,9,1,4,26,26,3,28,66,0.221,0.343,0.320,0.663,90,74,0,17,0,4,0
Trey Cabbage*,26,LAA,AL,22,56,53,5,11,3,0,1,7,1,1,2,26,0.208,0.232,0.321,0.553,49,17,1,0,0,1,0
Génesis Cabrera*,26,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Génesis Cabrera*,26,STL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Miguel Cabrera,40,DET,AL,98,370,334,21,86,20,0,4,34,0,0,31,74,0.257,0.322,0.353,0.675,86,118,11,2,0,3,0
Oswaldo Cabrera#,24,NYY,AL,115,330,298,35,63,11,0,5,29,8,0,25,72,0.211,0.275,0.299,0.574,58,89,6,2,3,2,1
Kole Calhoun*,35,CLE,AL,43,174,157,18,34,7,0,6,25,0,1,13,37,0.217,0.282,0.376,0.657,82,59,3,2,0,2,0
Willie Calhoun*,28,NYY,AL,44,149,134,16,32,7,0,5,16,0,0,14,20,0.239,0.309,0.403,0.712,94,54,2,0,0,1,1
Alex Call,28,WSN,NL,128,439,375,43,75,14,1,8,38,9,8,53,78,0.200,0.307,0.307,0.614,72,115,1,6,3,2,0
Johan Camargo#,29,SFG,NL,8,20,18,0,4,0,0,0,2,0,0,1,4,0.222,0.300,0.222,0.522,49,4,2,1,0,0,0
Junior Caminero,19,TBR,AL,7,36,34,4,8,1,0,1,7,0,0,2,8,0.235,0.278,0.353,0.631,75,12,2,0,0,0,0
Luis Campusano,24,SDP,NL,49,174,163,27,52,7,0,7,30,0,0,7,21,0.319,0.356,0.491,0.847,134,80,8,3,0,1,0
Alexander Canario,23,CHC,NL,6,17,17,1,5,1,1,1,6,0,0,0,8,0.294,0.294,0.647,0.941,143,11,0,0,0,0,0
Jeimer Candelario#,29,TOT,NL,140,576,505,77,127,39,3,22,70,8,1,53,127,0.251,0.336,0.471,0.807,119,238,11,13,0,4,1
Jeimer Candelario#,29,WSN,NL,99,419,368,57,95,30,2,16,53,6,1,36,88,0.258,0.342,0.481,0.823,125,177,10,12,0,2,1
Jeimer Candelario#,29,CHC,NL,41,157,137,20,32,9,1,6,17,2,0,17,39,0.234,0.318,0.445,0.764,103,61,1,1,0,2,0
Mark Canha,34,TOT,NL,139,507,435,51,114,25,1,11,62,11,1,49,79,0.262,0.355,0.400,0.755,108,174,11,17,0,6,1
Mark Canha,34,NYM,NL,89,303,257,28,63,15,1,6,29,7,0,32,52,0.245,0.343,0.381,0.725,100,98,8,9,0,5,0
Mark Canha,34,MIL,NL,50,204,178,23,51,10,0,5,33,4,1,17,27,0.287,0.373,0.427,0.800,120,76,3,8,0,1,1
Yennier Cano,29,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Dominic Canzone*,25,TOT,MLB,59,182,173,23,38,13,0,6,21,1,0,8,32,0.220,0.258,0.399,0.657,81,69,5,1,0,0,0
Dominic Canzone*,25,ARI,NL,15,41,38,4,9,2,0,1,8,0,0,2,8,0.237,0.293,0.368,0.661,80,14,1,1,0,0,0
Dominic Canzone*,25,SEA,AL,44,141,135,19,29,11,0,5,13,1,0,6,24,0.215,0.248,0.407,0.656,81,55,4,0,0,0,0
Conner Capel*,26,OAK,AL,32,86,73,6,19,5,0,0,3,5,3,12,25,0.260,0.372,0.329,0.701,104,24,1,1,0,0,0
Vinny Capra,26,PIT,NL,9,21,18,3,3,1,0,0,1,0,0,2,5,0.167,0.250,0.222,0.472,31,4,0,0,1,0,0
Víctor Caratini#,29,MIL,NL,62,226,201,23,52,4,0,7,25,1,1,19,45,0.259,0.327,0.383,0.711,95,77,8,3,0,3,0
Dylan Carlson#,24,STL,NL,76,255,219,27,48,8,1,5,27,3,0,26,49,0.219,0.318,0.333,0.651,79,73,4,7,0,3,0
Kerry Carpenter*,25,DET,AL,118,459,418,57,116,17,2,20,64,6,0,32,115,0.278,0.340,0.471,0.811,120,197,5,8,0,1,3
Matt Carpenter*,37,SDP,NL,76,237,188,18,33,12,0,5,31,1,0,41,67,0.176,0.322,0.319,0.641,81,60,2,2,0,5,0
Corbin Carroll*,22,ARI,NL,155,645,565,116,161,30,10,25,76,54,5,57,125,0.285,0.362,0.506,0.868,134,286,7,13,6,4,1
Evan Carter*,20,TEX,AL,23,75,62,15,19,4,1,5,12,3,0,12,24,0.306,0.413,0.645,1.058,182,40,1,0,0,1,1
Curt Casali,34,CIN,NL,40,96,80,8,14,2,0,0,6,0,0,11,23,0.175,0.290,0.200,0.490,36,16,1,2,3,0,0
Triston Casas*,23,BOS,AL,132,502,429,66,113,21,2,24,65,0,0,70,126,0.263,0.367,0.490,0.856,129,210,7,1,0,2,2
Nick Castellanos,31,PHI,NL,157,671,626,79,170,37,2,29,106,11,2,36,185,0.272,0.311,0.476,0.788,112,298,17,3,0,6,0
Diego Castillo,25,ARI,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-100,0,0,0,0,0,0
Harold Castro*,29,COL,NL,99,270,258,24,65,13,0,1,31,1,0,9,66,0.252,0.275,0.314,0.589,52,81,5,0,1,2,0
Miguel Castro,28,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Rodolfo Castro#,24,TOT,NL,92,256,227,21,48,7,0,6,24,1,4,23,74,0.211,0.297,0.322,0.618,70,73,4,5,0,1,1
Rodolfo Castro#,24,PIT,NL,78,224,197,19,45,7,0,6,22,1,4,21,62,0.228,0.317,0.355,0.672,84,70,4,5,0,1,1
Rodolfo Castro#,24,PHI,NL,14,32,30,2,3,0,0,0,2,0,0,2,12,0.100,0.156,0.100,0.256,-27,3,0,0,0,0,0
Willi Castro#,26,MIN,AL,124,409,358,60,92,18,5,9,34,33,5,34,99,0.257,0.339,0.411,0.750,106,147,5,12,2,3,1
Jake Cave*,30,PHI,NL,65,203,184,18,39,8,1,5,21,3,0,15,55,0.212,0.272,0.348,0.620,69,64,3,1,1,2,0
Andrew Chafin,33,TOT,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Andrew Chafin,33,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Yu Chang,27,BOS,AL,39,112,105,12,17,2,0,6,18,4,0,3,34,0.162,0.200,0.352,0.552,45,37,2,2,2,0,0
Aroldis Chapman*,35,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Aroldis Chapman*,35,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Matt Chapman,30,TOR,AL,140,581,509,66,122,39,2,17,54,4,2,62,165,0.240,0.330,0.424,0.755,108,216,4,8,0,2,1
Michael Chavis,27,WSN,NL,48,96,91,16,22,3,0,2,5,1,0,5,33,0.242,0.281,0.341,0.622,72,31,3,0,0,0,0
Jazz Chisholm Jr.*,25,MIA,NL,97,383,352,50,88,12,2,19,51,22,3,26,118,0.250,0.304,0.457,0.761,103,161,4,2,1,2,0
Ji Man Choi*,32,TOT,NL,39,117,104,12,17,5,0,6,13,0,0,10,35,0.163,0.239,0.385,0.624,68,40,2,1,0,2,0
Ji Man Choi*,32,PIT,NL,23,76,73,9,15,4,0,6,11,0,0,2,27,0.205,0.224,0.507,0.731,92,37,1,0,0,1,0
Ji Man Choi*,32,SDP,NL,16,41,31,3,2,1,0,0,2,0,0,8,8,0.065,0.268,0.097,0.365,9,3,1,1,0,1,0
Taylor Clarke,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Kody Clemens*,27,PHI,NL,47,148,139,15,32,7,0,4,13,0,0,8,40,0.230,0.277,0.367,0.644,75,51,1,1,0,0,0
Ernie Clement,27,TOR,AL,29,52,50,7,19,1,1,1,10,1,0,1,4,0.380,0.385,0.500,0.885,144,25,0,0,0,1,0
Oscar Colás*,24,CHW,AL,75,263,245,32,53,9,0,5,19,4,3,12,71,0.216,0.257,0.314,0.571,55,77,5,2,2,2,1
Dylan Coleman,26,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Zack Collins*,28,CLE,AL,2,6,4,0,2,0,0,0,0,0,0,2,2,0.500,0.667,0.500,1.167,236,2,0,0,0,0,0
Michael Conforto*,30,SFG,NL,125,470,406,58,97,14,0,15,58,4,0,53,106,0.239,0.334,0.384,0.718,99,156,12,7,0,4,4
William Contreras,25,MIL,NL,141,611,540,86,156,38,1,17,78,6,1,63,126,0.289,0.367,0.457,0.825,125,247,23,5,1,2,2
Willson Contreras,31,STL,NL,125,495,428,55,113,27,0,20,67,6,3,51,111,0.264,0.358,0.467,0.826,124,200,12,13,1,2,0
Garrett Cooper,32,TOT,NL,123,457,422,42,106,18,1,17,61,0,0,31,132,0.251,0.304,0.419,0.724,96,177,15,2,0,2,0
Garrett Cooper,32,MIA,NL,82,324,305,28,78,11,1,13,46,0,0,17,97,0.256,0.296,0.426,0.723,93,130,9,1,0,1,0
Garrett Cooper,32,SDP,NL,41,133,117,14,28,7,0,4,15,0,0,14,35,0.239,0.323,0.402,0.725,102,47,6,1,0,1,0
Franchy Cordero*,28,NYY,AL,24,71,69,9,13,2,0,6,13,0,0,2,25,0.188,0.211,0.478,0.690,81,33,0,0,0,0,0
